RPM,RPMS Power (RL=1),RPMS Power (RL=2),RPMS Power (RL=10),RPMS Power (RL=15),RPMS Power (RL=22),RPMS Power (RL=33),RPMS Power (RL=47),RPMS Power (RL=68)
3.895795795795796153e+02,8.757046323874229543e+00,9.867816797309131971e+00,5.492403902488605105e+00,4.105532275939745901e+00,3.021353475324951354e+00,2.131045298189126580e+00,1.548554135554092381e+00,1.097833913644061798e+00
3.903703703703703809e+02,8.792499926344593320e+00,9.907833158146781116e+00,5.514718865821153670e+00,4.122214520518077130e+00,3.033631031760022356e+00,2.139705272983837503e+00,1.554847113753012655e+00,1.102295297645797811e+00
3.911611611611612034e+02,8.828024341077716386e+00,9.947929976973282962e+00,5.537079036753659977e+00,4.138930577440946834e+00,3.045933478741109202e+00,2.148382806518799981e+00,1.561152852124023882e+00,1.106765728186029474e+00
3.919519519519519690e+02,8.863619561556623339e+00,9.988107249630473916e+00,5.559484415027005078e+00,4.155680446611806467e+00,3.058260816232550638e+00,2.157077898782187919e+00,1.567471350662742680e+00,1.111245205263232894e+00
3.927427427427427915e+02,8.899285581251682231e+00,1.002836497195197474e+01,5.581935000381567313e+00,4.172464127933909417e+00,3.070613044198617914e+00,2.165790549762152128e+00,1.573802609364773897e+00,1.115733728875882180e+00
3.935335335335335571e+02,8.935022393620517533e+00,1.006870313976314790e+01,5.604430792557184127e+00,4.189281621310315451e+00,3.082990162603512108e+00,2.174520759446814555e+00,1.580146628225716166e+00,1.120231299022447669e+00
3.943243243243243228e+02,8.970829992108118489e+00,1.010912174888112780e+01,5.626971791293184033e+00,4.206132926643890713e+00,3.095392171411349924e+00,2.183268527824276273e+00,1.586503407241155017e+00,1.124737915701397029e+00
3.951151151151151453e+02,9.006708370146766285e+00,1.014962079511482607e+01,5.649557996328364418e+00,4.223018043837297064e+00,3.107819070586190779e+00,2.192033854882614818e+00,1.592872946406672208e+00,1.129253578911194156e+00
3.959059059059059109e+02,9.042657521156069578e+00,1.019020027426490849e+01,5.672189407400995087e+00,4.239936972793004522e+00,3.120270860092009269e+00,2.200816740609882416e+00,1.599255245717835727e+00,1.133778288650299837e+00
3.966966966966967334e+02,9.078677438542960942e+00,1.023086018212380743e+01,5.694866024248834258e+00,4.256889713413297471e+00,3.132747539892717814e+00,2.209617184994106864e+00,1.605650305170209569e+00,1.138312044917171972e+00
3.974874874874874990e+02,9.114768115701714635e+00,1.027160051447575206e+01,5.717587846609107238e+00,4.273876265600256019e+00,3.145249109952149347e+00,2.218435188023293314e+00,1.612058124759343736e+00,1.142854847710266020e+00
3.982782782782783215e+02,9.150929546013905735e+00,1.031242126709672036e+01,5.740354874218522419e+00,4.290896629255765760e+00,3.157775570234072404e+00,2.227270749685422935e+00,1.618478704480783348e+00,1.147406697028034328e+00
3.990690690690690872e+02,9.187161722848484757e+00,1.035332243575447819e+01,5.763167106813268603e+00,4.307950804281520440e+00,3.170326920702175144e+00,2.236123869968452471e+00,1.624912044330063310e+00,1.151967592868925472e+00
3.998598598598599096e+02,9.223464639561701262e+00,1.039430401620854560e+01,5.786024544128995473e+00,4.325038790579014858e+00,3.182903161320079555e+00,2.244994548860314687e+00,1.631358144302709201e+00,1.156537535231384917e+00
4.006506506506506753e+02,9.259838289497164254e+00,1.043536600421023053e+01,5.808927185900849111e+00,4.342160588049551073e+00,3.195504292051332129e+00,2.253882786348919698e+00,1.637817004394237719e+00,1.161116524113855242e+00
4.014414414414414409e+02,9.296282665985820870e+00,1.047650839550261281e+01,5.831875031863437364e+00,4.359316196594234860e+00,3.208130312859406530e+00,2.262788582422150974e+00,1.644288624600156679e+00,1.165704559514776140e+00
4.022322322322322634e+02,9.332797762345967030e+00,1.051773118582055488e+01,5.854868081750855602e+00,4.376505616113981922e+00,3.220781223707708030e+00,2.271711937067871556e+00,1.650773004915966569e+00,1.170301641432584194e+00
4.030230230230230291e+02,9.369383571883238560e+00,1.055903437089069818e+01,5.877906335296669837e+00,4.393728846509501906e+00,3.233457024559569515e+00,2.280652850273916954e+00,1.657270145337157441e+00,1.174907769865713103e+00
4.038138138138138515e+02,9.406040087890643164e+00,1.060041794643146140e+01,5.900989792233931830e+00,4.410985887681320605e+00,3.246157715378249264e+00,2.289611322028103579e+00,1.663780045859211354e+00,1.179522944812592566e+00
4.046046046046046172e+02,9.442767303648517796e+00,1.064188190815302804e+01,5.924118452295149773e+00,4.428276739529761308e+00,3.258883296126930951e+00,2.298587352318215871e+00,1.670302706477599930e+00,1.184147166271650509e+00
4.053953953953954397e+02,9.479565212424581944e+00,1.068342625175740679e+01,5.947292315212339808e+00,4.445601401954959009e+00,3.271633766768737850e+00,2.307580941132023611e+00,1.676838127187788352e+00,1.188780434241310857e+00
4.061861861861862053e+02,9.516433807473902107e+00,1.072505097293832321e+01,5.970511380716959415e+00,4.462959874856842646e+00,3.284409127266703088e+00,2.316592088457265053e+00,1.683386307985228258e+00,1.193422748719993765e+00
4.069769769769770278e+02,9.553373082038902453e+00,1.076675606738134583e+01,5.993775648539979350e+00,4.480352158135157303e+00,3.297209377583802503e+00,2.325620794281662018e+00,1.689947248865370177e+00,1.198074109706118717e+00
4.077677677677677934e+02,9.590383029349396793e+00,1.080854153076380619e+01,6.017085118411818812e+00,4.497778251689444673e+00,3.310034517682934219e+00,2.334667058592903022e+00,1.696520949823649538e+00,1.202734517198100095e+00
4.085585585585585591e+02,9.627463642622551276e+00,1.085040735875480422e+01,6.040439790062388958e+00,4.515238155419059929e+00,3.322884547526924415e+00,2.343730881378661035e+00,1.703107410855492665e+00,1.207403971194348946e+00
4.093493493493493816e+02,9.664614915062928802e+00,1.089235354701527925e+01,6.063839663221078702e+00,4.532731869223160182e+00,3.335759467078530882e+00,2.352812262626584605e+00,1.709706631956323664e+00,1.212082471693276764e+00
4.101401401401401472e+02,9.701836839862421513e+00,1.093438009119788568e+01,6.087284737616737829e+00,4.550259393000697372e+00,3.348659276300429255e+00,2.361911202324289860e+00,1.716318613121547099e+00,1.216770018693284827e+00
4.109309309309309697e+02,9.739129410200350279e+00,1.097648698694712444e+01,6.110775012977716969e+00,4.567820726650440477e+00,3.361583975155236104e+00,2.371027700459378273e+00,1.722943354346570644e+00,1.221466612192780188e+00
4.117217217217217353e+02,9.776492619243395410e+00,1.101867422989926304e+01,6.134310489031822300e+00,4.585415870070955968e+00,3.374533563605485398e+00,2.380161757019422009e+00,1.729580855626782432e+00,1.226172252190157907e+00
4.125125125125125578e+02,9.813926460145630415e+00,1.106094181568236579e+01,6.157891165506346631e+00,4.603044823160622911e+00,3.387508041613639165e+00,2.389313371991971913e+00,1.736231116957567933e+00,1.230886938683817711e+00
4.133033033033033234e+02,9.851430926048523773e+00,1.110328973991630619e+01,6.181517042128070294e+00,4.620707585817620533e+00,3.400507409142102144e+00,2.398482545364556184e+00,1.742894138334303733e+00,1.235610671672152439e+00
4.140940940940941459e+02,9.889006010080919395e+00,1.114571799821272080e+01,6.205188118623230942e+00,4.638404157939929995e+00,3.413531666153189370e+00,2.407669277124675933e+00,1.749569919752355762e+00,1.240343451153551824e+00
4.148848848848849116e+02,9.926651705359065048e+00,1.118822658617504295e+01,6.228904394717549309e+00,4.656134539425343277e+00,3.426580812609151039e+00,2.416873567259807398e+00,1.756258461207078625e+00,1.245085277126402268e+00
4.156756756756756772e+02,9.964368004986608796e+00,1.123081549939853829e+01,6.252665870136233650e+00,4.673898730171452520e+00,3.439654848472162296e+00,2.426095415757406393e+00,1.762959762693824040e+00,1.249836149589089063e+00
4.164664664664664997e+02,1.000215490205460078e+01,1.127348473347023905e+01,6.276472544603962866e+00,4.691696730075656241e+00,3.452753773704333895e+00,2.435334822604904748e+00,1.769673824207929513e+00,1.254596068539992171e+00
4.172572572572572653e+02,1.004001238964149856e+01,1.131623428396898134e+01,6.300324417844888281e+00,4.709528539035161998e+00,3.465877588267695764e+00,2.444591787789707205e+00,1.776400645744726781e+00,1.259365033977491333e+00
4.180480480480480878e+02,1.007794046081315997e+01,1.135906414646541407e+01,6.324221489582643407e+00,4.727394156946976622e+00,3.479026292124209885e+00,2.453866311299196745e+00,1.783140227299538028e+00,1.264143045899960072e+00
4.188388388388388535e+02,1.011593910862285561e+01,1.140197431652196336e+01,6.348163759540333295e+00,4.745293583707912433e+00,3.492199885235764523e+00,2.463158393120733258e+00,1.789892568867674338e+00,1.268930104305770135e+00
4.196296296296296759e+02,1.015400832611128124e+01,1.144496478969287345e+01,6.372151227440548737e+00,4.763226819214588126e+00,3.505398367564177775e+00,2.472468033241651764e+00,1.796657670444443022e+00,1.273726209193290604e+00
4.204204204204204416e+02,1.019214810630652757e+01,1.148803556152420136e+01,6.396183893005356502e+00,4.781193863363426111e+00,3.518621739071195353e+00,2.481795231649260636e+00,1.803435532025136734e+00,1.278531360560886565e+00
4.212112112112112641e+02,1.023035844222413004e+01,1.153118662755377066e+01,6.420261755956295779e+00,4.799194716050661391e+00,3.531869999718484809e+00,2.491139988330847377e+00,1.810226153605041466e+00,1.283345558406920883e+00
4.220020020020020297e+02,1.026863932686703684e+01,1.157441798331125327e+01,6.444384816014378181e+00,4.817229377172315807e+00,3.545143149467651522e+00,2.500502303273676397e+00,1.817029535179436772e+00,1.288168802729752871e+00
4.227927927927927954e+02,1.030699075322562308e+01,1.161772962431810896e+01,6.468553072900103729e+00,4.835297846624238005e+00,3.558441188280224932e+00,2.509882176464987680e+00,1.823845676743589994e+00,1.293001093527738288e+00
4.235835835835836178e+02,1.034541271427769438e+01,1.166112154608760143e+01,6.492766526333446642e+00,4.853400124302067908e+00,3.571764116117659427e+00,2.519279607891993233e+00,1.830674578292760257e+00,1.297842430799232893e+00
4.243743743743743835e+02,1.038390520298849218e+01,1.170459374412480358e+01,6.517025176033852674e+00,4.871536210101249154e+00,3.585111932941336566e+00,2.528694597541887301e+00,1.837516239822200470e+00,1.302692814542583788e+00
4.251651651651652060e+02,1.042246821231069553e+01,1.174814621392661529e+01,6.541329021720257764e+00,4.889706103917038860e+00,3.598484638712575734e+00,2.538127145401835261e+00,1.844370661327151772e+00,1.307552244756139181e+00
4.259559559559559716e+02,1.046110173518440689e+01,1.179177895098172435e+01,6.565678063111051621e+00,4.907909805644489865e+00,3.611882233392607056e+00,2.547577251458981173e+00,1.851237842802845757e+00,1.312420721438243287e+00
4.267467467467467941e+02,1.049980576453721071e+01,1.183549195077064375e+01,6.590072299924131904e+00,4.926147315178476482e+00,3.625304716942607364e+00,2.557044915700444676e+00,1.858117784244509130e+00,1.317298244587237654e+00
4.275375375375375597e+02,1.053858029328408641e+01,1.187928520876569216e+01,6.614511731876839384e+00,4.944418632413650982e+00,3.638752089323667338e+00,2.566530138113319648e+00,1.865010485647355054e+00,1.322184814201458725e+00
4.283283283283283822e+02,1.057742531432751321e+01,1.192315872043102765e+01,6.638996358686025445e+00,4.962723757244499545e+00,3.652224350496816374e+00,2.576032918684681761e+00,1.871915947006592029e+00,1.327080430279242718e+00
4.291191191191191479e+02,1.061634082055738304e+01,1.196711248122258731e+01,6.663526180067993465e+00,4.981062689565285417e+00,3.665721500422999046e+00,2.585553257401574268e+00,1.878834168317416564e+00,1.331985092818920746e+00
4.299099099099099135e+02,1.065532680485105921e+01,1.201114648658813699e+01,6.688101195738541449e+00,4.999435429270099540e+00,3.679243539063097757e+00,2.595091154251023102e+00,1.885765149575015842e+00,1.336898801818820148e+00
4.307007007007007360e+02,1.069438326007336926e+01,1.205526073196728909e+01,6.712721405412923836e+00,5.017841976252830349e+00,3.692790466377918968e+00,2.604646609220026665e+00,1.892708890774573716e+00,1.341821557277268262e+00
4.314914914914915016e+02,1.073351017907659966e+01,1.209945521279143144e+01,6.737386808805898575e+00,5.036282330407163776e+00,3.706362282328201641e+00,2.614219622295560708e+00,1.899665391911256940e+00,1.346753359192586430e+00
4.322822822822823241e+02,1.077270755470050823e+01,1.214372992448381083e+01,6.762097405631685376e+00,5.054756491626604564e+00,3.719958986874607465e+00,2.623810193464579221e+00,1.906634652980231825e+00,1.351694207563095551e+00
4.330730730730730897e+02,1.081197537977229572e+01,1.218808486245946732e+01,6.786853195603976374e+00,5.073264459804447846e+00,3.733580579977721303e+00,2.633418322714009108e+00,1.913616673976647142e+00,1.356644102387108530e+00
4.338638638638639122e+02,1.085131364710667690e+01,1.223252002212527678e+01,6.811654178435953888e+00,5.091806234833802236e+00,3.747227061598072062e+00,2.643044010030755064e+00,1.920611454895651882e+00,1.361603043662943380e+00
4.346546546546546779e+02,1.089072234950579521e+01,1.227703539887994033e+01,6.836500353840269995e+00,5.110381816607579175e+00,3.760898431696098498e+00,2.652687255401695587e+00,1.927618995732377050e+00,1.366571031388905455e+00
4.354454454454455004e+02,1.093020147975932410e+01,1.232163098811399315e+01,6.861391721529060739e+00,5.128991205018500033e+00,3.774594690232182082e+00,2.662348058813687857e+00,1.934639296481952542e+00,1.371548065563305663e+00
4.362362362362362660e+02,1.096975103064437462e+01,1.236630678520975835e+01,6.886328281213927482e+00,5.147634399959078344e+00,3.788315837166619904e+00,2.672026420253565071e+00,1.941672357139494931e+00,1.376534146184444918e+00
4.370270270270270316e+02,1.100937099492555582e+01,1.241106278554143749e+01,6.911310032605957332e+00,5.166311401321642904e+00,3.802061872459645553e+00,2.681722339708134228e+00,1.948718177700113241e+00,1.381529273250625467e+00
4.378178178178178541e+02,1.104906136535498895e+01,1.245589898447503252e+01,6.936336975415725803e+00,5.185022208998331550e+00,3.815832796071418009e+00,2.691435817164181898e+00,1.955776758158908057e+00,1.386533446760146004e+00
4.386086086086086198e+02,1.108882213467224886e+01,1.250081537736837589e+01,6.961409109353255964e+00,5.203766822881072507e+00,3.829628607962020315e+00,2.701166852608464453e+00,1.962848098510968420e+00,1.391546666711299229e+00
4.393993993993994422e+02,1.112865329560444927e+01,1.254581195957114836e+01,6.986526434128073504e+00,5.222545242861611925e+00,3.843449308091470229e+00,2.710915446027725384e+00,1.969932198751381591e+00,1.396568933102378729e+00
4.401901901901902079e+02,1.116855484086616102e+01,1.259088872642483992e+01,7.011688949449175645e+00,5.241357468831496114e+00,3.857294896419711794e+00,2.720681597408670882e+00,1.977029058875216405e+00,1.401600245931671651e+00
4.409809809809810304e+02,1.120852676315946894e+01,1.263604567326277994e+01,7.036896655025033809e+00,5.260203500682069766e+00,3.871165372906606894e+00,2.730465306737991149e+00,1.984138678877536366e+00,1.406640605197464033e+00
4.417717717717717960e+02,1.124856905517397720e+01,1.268128279541013903e+01,7.062149550563594502e+00,5.279083338304493722e+00,3.885060737511958795e+00,2.740266574002352407e+00,1.991261058753400759e+00,1.411690010898036807e+00
4.425625625625626185e+02,1.128868170958678441e+01,1.272660008818393607e+01,7.087447635772287313e+00,5.297996981589731647e+00,3.898980990195493934e+00,2.750085399188395563e+00,1.998396198497855325e+00,1.416748463031672456e+00
4.433533533533533841e+02,1.132886471906251202e+01,1.277199754689300804e+01,7.112790910358016916e+00,5.316944430428547363e+00,3.912926130916866363e+00,2.759921782282737102e+00,2.005544098105938033e+00,1.421815961596644584e+00
4.441441441441441498e+02,1.136911807625328130e+01,1.281747516683802601e+01,7.138179374027168400e+00,5.335925684711504857e+00,3.926896159635654637e+00,2.769775723271969525e+00,2.012704757572676417e+00,1.426892506591225906e+00
4.449349349349349723e+02,1.140944177379874702e+01,1.286303294331152358e+01,7.163613026485601942e+00,5.354940744328992253e+00,3.940891076311370256e+00,2.779647222142663576e+00,2.019878176893093347e+00,1.431978098013688250e+00
4.457257257257257379e+02,1.144983580432607440e+01,1.290867087159784887e+01,7.189091867438650141e+00,5.373989609171178294e+00,3.954910880903449666e+00,2.789536278881361131e+00,2.027064356062195483e+00,1.437072735862297668e+00
4.465165165165165604e+02,1.149030016044997282e+01,1.295438894697323207e+01,7.214615896591130451e+00,5.393072279128056756e+00,3.968955573371260481e+00,2.799442893474588967e+00,2.034263295074991706e+00,1.442176420135318882e+00
4.473073073073073260e+02,1.153083483477264792e+01,1.300018716470569657e+01,7.240185113647326531e+00,5.412188754089414466e+00,3.983025153674091712e+00,2.809367065908837446e+00,2.041474993926470027e+00,1.447289150831010618e+00
4.480980980980981485e+02,1.157143981988387615e+01,1.304606552005514430e+01,7.265799518311023775e+00,5.431339033944852623e+00,3.997119621771172859e+00,2.819308796170588050e+00,2.048699452611619343e+00,1.452410927947633601e+00
4.488888888888889142e+02,1.161211510836092486e+01,1.309202400827330059e+01,7.291459110285457790e+00,5.450523118583763704e+00,4.011238977621642832e+00,2.829268084246282289e+00,2.055936671125412563e+00,1.457541751483440118e+00
4.496796796796797366e+02,1.165286069276863401e+01,1.313806262460376395e+01,7.317163889273351707e+00,5.469741007895353668e+00,4.025383221184583249e+00,2.839244930122350574e+00,2.063186649462817268e+00,1.462681621436682455e+00
4.504704704704705023e+02,1.169367656565937708e+01,1.318418136428197052e+01,7.342913854976916177e+00,5.488992701768639293e+00,4.039552352418997572e+00,2.849239333785192674e+00,2.070449387618790826e+00,1.467830537805608682e+00
4.512612612612612679e+02,1.173456271957306463e+01,1.323038022253518342e+01,7.368709007097819175e+00,5.508278200092426857e+00,4.053746371283821759e+00,2.859251295221187039e+00,2.077724885588284387e+00,1.472988500588463978e+00
4.520520520520520904e+02,1.177551914703717095e+01,1.327665919458255317e+01,7.394549345337225965e+00,5.527597502755345893e+00,4.067965277737914498e+00,2.869280814416688141e+00,2.085013143366237554e+00,1.478155509783491972e+00
4.528428428428428560e+02,1.181654584056670387e+01,1.332301827563506080e+01,7.420434869395765354e+00,5.546950609645820762e+00,4.082209071740060757e+00,2.879327891358024694e+00,2.092314160947580604e+00,1.483331565388931184e+00
4.536336336336336785e+02,1.185764279266425092e+01,1.336945746089553921e+01,7.446365578973556332e+00,5.566337520652075987e+00,4.096477753248983333e+00,2.889392526031502761e+00,2.099627938327237597e+00,1.488516667403016802e+00
4.544244244244244442e+02,1.189880999581992782e+01,1.341597674555869446e+01,7.472341473770180542e+00,5.585758235662147797e+00,4.110771322223323310e+00,2.899474718423403985e+00,2.106954475500120605e+00,1.493710815823982685e+00
4.552152152152152667e+02,1.194004744251143180e+01,1.346257612481106136e+01,7.498362553484714255e+00,5.605212754563877020e+00,4.125089778621653380e+00,2.909574468519988688e+00,2.114293772461137255e+00,1.498914010650059137e+00
4.560060060060060323e+02,1.198135512520403090e+01,1.350925559383104080e+01,7.524428817815690174e+00,5.624701077244909087e+00,4.139433122402471632e+00,2.919691776307487885e+00,2.121645829205178746e+00,1.504126251879472465e+00
4.567967967967967979e+02,1.202273303635054624e+01,1.355601514778891037e+01,7.550540266461133854e+00,5.644223203592696692e+00,4.153801353524206874e+00,2.929826641772113049e+00,2.129010645727136275e+00,1.509347539510446534e+00
4.575875875875876204e+02,1.206418116839139465e+01,1.360285478184679597e+01,7.576696899118551265e+00,5.663779133494492690e+00,4.168194471945220414e+00,2.939979064900053896e+00,2.136388222021889050e+00,1.514577873541203212e+00
4.583783783783783861e+02,1.210569951375453535e+01,1.364977449115867181e+01,7.602898715484912806e+00,5.683368866837356315e+00,4.182612477623788294e+00,2.950149045677467274e+00,2.143778558084303398e+00,1.519817253969958593e+00
4.591691691691692085e+02,1.214728806485553747e+01,1.369677427087037991e+01,7.629145715256677285e+00,5.702992403508155839e+00,4.197055370518127937e+00,2.960336584090494938e+00,2.151181653909238989e+00,1.525065680794927214e+00
4.599599599599599742e+02,1.218894681409752323e+01,1.374385411611962127e+01,7.655437898129766161e+00,5.722649743393552590e+00,4.211523150586373276e+00,2.970541680125248885e+00,2.158597509491551047e+00,1.530323154014321618e+00
4.607507507507507967e+02,1.223067575387123362e+01,1.379101402203598958e+01,7.681775263799604403e+00,5.742340886380027598e+00,4.226015817786597850e+00,2.980764333767822016e+00,2.166026124826078370e+00,1.535589673626348128e+00
4.615415415415415623e+02,1.227247487655498226e+01,1.383825398374091620e+01,7.708157811961068084e+00,5.762065832353859385e+00,4.240533372076791707e+00,2.991004545004278814e+00,2.173467499907656642e+00,1.540865239629215067e+00
4.623323323323323848e+02,1.231434417451468200e+01,1.388557399634770562e+01,7.734585542308529682e+00,5.781824581201140845e+00,4.255075813414888053e+00,3.001262313820667771e+00,2.180921634731113556e+00,1.546149852021123206e+00
4.631231231231231504e+02,1.235628364010383606e+01,1.393297405496152486e+01,7.761058454535828766e+00,5.801617132807749044e+00,4.269643141758729499e+00,3.011537640203001853e+00,2.188388529291261264e+00,1.551443510800271985e+00
4.639139139139139161e+02,1.239829326566354162e+01,1.398045415467942476e+01,7.787576548336282656e+00,5.821443487059383415e+00,4.284235357066089378e+00,3.021830524137275376e+00,2.195868183582906585e+00,1.556746215964855296e+00
4.647047047047047386e+02,1.244037304352251461e+01,1.402801429059031868e+01,7.814139823402687313e+00,5.841303643841545323e+00,4.298852459294688622e+00,3.032140965609464001e+00,2.203360597600851012e+00,1.562057967513068801e+00
4.654954954954955042e+02,1.248252296599707378e+01,1.407565445777497182e+01,7.840748279427325329e+00,5.861197603039534521e+00,4.313494448402152237e+00,3.042468964605510084e+00,2.210865771339882269e+00,1.567378765443100619e+00
4.662862862862863267e+02,1.252474302539114781e+01,1.412337465130607761e+01,7.867401916101950832e+00,5.881125364538470457e+00,4.328161324346051053e+00,3.052814521111342660e+00,2.218383704794782307e+00,1.572708609753140196e+00
4.670770770770770923e+02,1.256703321399628592e+01,1.417117486624815115e+01,7.894100733117792146e+00,5.901086928223262973e+00,4.342853087083872410e+00,3.063177635112857011e+00,2.225914397960322422e+00,1.578047500441369211e+00
4.678678678678679148e+02,1.260939352409162595e+01,1.421905509765760023e+01,7.920844730165556236e+00,5.921082293978630950e+00,4.357569736573032593e+00,3.073558306595927547e+00,2.233457850831264135e+00,1.583395437505968451e+00
4.686586586586586805e+02,1.265182394794395293e+01,1.426701534058270404e+01,7.947633906935422488e+00,5.941111461689094320e+00,4.372311272770875945e+00,3.083956535546406030e+00,2.241014063402362755e+00,1.588752420945114485e+00
4.694494494494495029e+02,1.269432447780767426e+01,1.431505559006363271e+01,7.974468263117056033e+00,5.961174431238986493e+00,4.387077695634685526e+00,3.094372321950120241e+00,2.248583035668361152e+00,1.594118450756983218e+00
4.702402402402402686e+02,1.273689510592482321e+01,1.436317584113242773e+01,8.001347798399608635e+00,5.981271202512441043e+00,4.401869005121652023e+00,3.104805665792874425e+00,2.256164767623997314e+00,1.599493526939745003e+00
4.710310310310310342e+02,1.277953582452507142e+01,1.441137608881302512e+01,8.028272512471698263e+00,6.001401775393404137e+00,4.416685201188921717e+00,3.115256567060449289e+00,2.263759259263999901e+00,1.604877649491570413e+00
4.718218218218218567e+02,1.282224662582571106e+01,1.445965632812123580e+01,8.055242405021413532e+00,6.021566149765613218e+00,4.431526283793539633e+00,3.125725025738598895e+00,2.271366510583086473e+00,1.610270818410622917e+00
4.726126126126126223e+02,1.286502750203167800e+01,1.450801655406472612e+01,8.082257475736330576e+00,6.041764325512620992e+00,4.446392252892496622e+00,3.136211041813055544e+00,2.278986521575965263e+00,1.615673033695064209e+00
4.734034034034034448e+02,1.290787844533555173e+01,1.455645676164307822e+01,8.109317724303505059e+00,6.061996302517777657e+00,4.461283108442708034e+00,3.146714615269525339e+00,2.286619292237338730e+00,1.621084295343053094e+00
4.741941941941942105e+02,1.295079944791755544e+01,1.460497694584775452e+01,8.136423150409466842e+00,6.082262080664247783e+00,4.476198850401009288e+00,3.157235746093691287e+00,2.294264822561898232e+00,1.626504603352747269e+00
4.749849849849850330e+02,1.299379050194557728e+01,1.465357710166212080e+01,8.163573753740227090e+00,6.102561659834998764e+00,4.491139478724179845e+00,3.167774434271220851e+00,2.301923112544326688e+00,1.631933957722299544e+00
4.757757757757757986e+02,1.303685159957513129e+01,1.470225722406138402e+01,8.190769533981260508e+00,6.122895039912791049e+00,4.506104993368911238e+00,3.178330679787740198e+00,2.309594162179297694e+00,1.637372358449857845e+00
4.765665665665666211e+02,1.307998273294940361e+01,1.475101730801269184e+01,8.218010490817542646e+00,6.143262220780208338e+00,4.521095394291833713e+00,3.188904482628870163e+00,2.317277971461478625e+00,1.642819805533570543e+00
4.773573573573573867e+02,1.312318389419924358e+01,1.479985734847505796e+01,8.245296623933507263e+00,6.163663202319622059e+00,4.536110681449491366e+00,3.199495842780192056e+00,2.324974540385522204e+00,1.648276298971581344e+00
4.781481481481481524e+02,1.316645507544315663e+01,1.484877734039938879e+01,8.272627933013067647e+00,6.184097984413217119e+00,4.551150854798377665e+00,3.210104760227274312e+00,2.332683868946078487e+00,1.653741838762028404e+00
4.789389389389389748e+02,1.320979626878731139e+01,1.489777727872847457e+01,8.300004417739632601e+00,6.204566566942988359e+00,4.566215914294893707e+00,3.220731234955652944e+00,2.340405957137785542e+00,1.659216424903052545e+00
4.797297297297297405e+02,1.325320746632555391e+01,1.494685715839704265e+01,8.327426077796076243e+00,6.225068949790731665e+00,4.581305859895381083e+00,3.231375266950849756e+00,2.348140804955275662e+00,1.664700057392787258e+00
4.805205205205205630e+02,1.329668866013941653e+01,1.499601697433167047e+01,8.354892912864739785e+00,6.245605132838045748e+00,4.596420691556103222e+00,3.242036856198354577e+00,2.355888412393165154e+00,1.670192736229361596e+00
4.813113113113113286e+02,1.334023984229806281e+01,1.504525672145084592e+01,8.382404922627459953e+00,6.266175115966325926e+00,4.611560409233251612e+00,3.252716002683635477e+00,2.363648779446068549e+00,1.675694461410905944e+00
4.821021021021021511e+02,1.338386100485841901e+01,1.509457639466497803e+01,8.409962106765545897e+00,6.286778899056795211e+00,4.626725012882952015e+00,3.263412706392140539e+00,2.371421906108589273e+00,1.681205232935545135e+00
4.828928928928929167e+02,1.342755213986499818e+01,1.514397598887634189e+01,8.437564464959780963e+00,6.307416481990459900e+00,4.641914502461254699e+00,3.274126967309283209e+00,2.379207792375320540e+00,1.686725050801400894e+00
4.836836836836837392e+02,1.347131323935008496e+01,1.519345549897915149e+01,8.465211996890428026e+00,6.328087864648137995e+00,4.657128877924125554e+00,3.284858785420468053e+00,2.387006438240848016e+00,1.692253915006593168e+00
4.844744744744745049e+02,1.351514429533361472e+01,1.524301491985946910e+01,8.492904702237234815e+00,6.348793046910461868e+00,4.672368139227477180e+00,3.295608160711062329e+00,2.394817843699749815e+00,1.697791825549235023e+00
4.852652652652652705e+02,1.355904529982322337e+01,1.529265424639532966e+01,8.520642580679407274e+00,6.369532028657857836e+00,4.687632286327143127e+00,3.306375093166418200e+00,2.402642008746591618e+00,1.703338782427442410e+00
4.860560560560560930e+02,1.360301624481426153e+01,1.534237347345663416e+01,8.548425631895664623e+00,6.390304809770560368e+00,4.702921319178885007e+00,3.317159582771862070e+00,2.410478933375935107e+00,1.708894785639325731e+00
4.868468468468468586e+02,1.364705712228975010e+01,1.539217259590517095e+01,8.576253855564155870e+00,6.411111390128608534e+00,4.718235237738389820e+00,3.327961629512690589e+00,2.418328617582325091e+00,1.714459835182988945e+00
4.876376376376376811e+02,1.369116792422045492e+01,1.544205160859469217e+01,8.604127251362553963e+00,6.431951769611846892e+00,4.733574041961271739e+00,3.338781233374185309e+00,2.426191061360306822e+00,1.720033931056536236e+00
4.884284284284284468e+02,1.373534864256481036e+01,1.549201050637081778e+01,8.632045818967981177e+00,6.452825948099922826e+00,4.748937731803072104e+00,3.349618394341594918e+00,2.434066264704411786e+00,1.725617073258068457e+00
4.892192192192192692e+02,1.377959926926901346e+01,1.554204928407106401e+01,8.660009558057042867e+00,6.473733925472295425e+00,4.764326307219271861e+00,3.360473112400152118e+00,2.441954227609160366e+00,1.731209261785682463e+00
4.900100100100100349e+02,1.382391979626695644e+01,1.559216793652492505e+01,8.688018468305831021e+00,6.494675701608231044e+00,4.779739768165269354e+00,3.371345387535061189e+00,2.449854950069072501e+00,1.736810496637473555e+00
