RPM,RPMS Power (RL=1),RPMS Power (RL=2),RPMS Power (RL=10),RPMS Power (RL=15),RPMS Power (RL=22),RPMS Power (RL=33),RPMS Power (RL=47),RPMS Power (RL=68)
1.910910910910911014e+02,2.112909439036074311e+00,2.377961549136738739e+00,1.321686082520934669e+00,9.878625468918577068e-01,7.269581089883923042e-01,5.127318370185682816e-01,3.725800035901885021e-01,2.641358967303978345e-01
1.918818818818818954e+02,2.130417359354951135e+00,2.397673579028547497e+00,1.332647140047799494e+00,9.960553601765671505e-01,7.329872030147546180e-01,5.169842577738446021e-01,3.756700635707809766e-01,2.663265596121003331e-01
1.926726726726726895e+02,2.147997319380078984e+00,2.417466847625888704e+00,1.343653453649374052e+00,1.004282003864892525e+00,7.390411942560669578e-01,5.212542394812598179e-01,3.787728845435390235e-01,2.685262693171805992e-01
1.934634634634634835e+02,2.165649315858626522e+00,2.437341352866211341e+00,1.354705023198050862e+00,1.012542477909303740e+00,7.451200826947798062e-01,5.255417821349941399e-01,3.818884665063052020e-01,2.707350258448896207e-01
1.942542542542542776e+02,2.183373345524500575e+00,2.457297092678523587e+00,1.365801848565693755e+00,1.020836782262075193e+00,7.512238683132690387e-01,5.298468857292011336e-01,3.850168094569115240e-01,2.729528291944737783e-01
1.950450450450450433e+02,2.201169405098366116e+00,2.477334064983399919e+00,1.376943929623646978e+00,1.029164916875286773e+00,7.573525510938419192e-01,5.341695502580138255e-01,3.881579133931834513e-01,2.751796793651778428e-01
1.958358358358358373e+02,2.219037491287627173e+00,2.497452267692971795e+00,1.388131266242724982e+00,1.037526881700822523e+00,7.635061310187317707e-01,5.385097757155402620e-01,3.913117783129359539e-01,2.774155763562428656e-01
1.966266266266266314e+02,2.236977600786441922e+00,2.517651698710936081e+00,1.399363858293223517e+00,1.045922676690371311e+00,7.696846080700991966e-01,5.428675620958631765e-01,3.944784042139757307e-01,2.796605201669070118e-01
1.974174174174174254e+02,2.254989730275713811e+00,2.537932355932551065e+00,1.410641705644908539e+00,1.054352301795426383e+00,7.758879822300344120e-01,5.472429093930430977e-01,3.976577910941004879e-01,2.819145107964049490e-01
1.982082082082082195e+02,2.273073876423104434e+00,2.558294237244641778e+00,1.421964808167024641e+00,1.062815756967285807e+00,7.821162534805528033e-01,5.516358176011159076e-01,4.008499389510987165e-01,2.841775482439687361e-01
1.989989989989990136e+02,2.291230035883027760e+00,2.578737340525596888e+00,1.433333165728292613e+00,1.071313042157051809e+00,7.883694218036011447e-01,5.560462867140935073e-01,4.040548477827510254e-01,2.864496325088273232e-01
1.997897897897898076e+02,2.309458205296649691e+00,2.599261663645365150e+00,1.444746778196903225e+00,1.079844157315629438e+00,7.946474871810502716e-01,5.604743167259634840e-01,4.072725175868276981e-01,2.887307635902059411e-01
2.005805805805806017e+02,2.327758381291899159e+00,2.619867204465466060e+00,1.456205645440529217e+00,1.088409102393733008e+00,8.009504495947009639e-01,5.649199076306906653e-01,4.105029483610913021e-01,2.910209414873276557e-01
2.013713713713713958e+02,2.346130560483461469e+00,2.640553960838984970e+00,1.467709767326317749e+00,1.097007877341877657e+00,8.072783090262828365e-01,5.693830594222145658e-01,4.137461401032956898e-01,2.933201661994118692e-01
2.021621621621621614e+02,2.364574739472777409e+00,2.661321930610569986e+00,1.479259143720885294e+00,1.105640482110382683e+00,8.136310654574503420e-01,5.738637720944517184e-01,4.170020928111839442e-01,2.956284377256748197e-01
2.029529529529529555e+02,2.383090914848057018e+00,2.682171111616440839e+00,1.490853774490333183e+00,1.114306916649375756e+00,8.200087188697883223e-01,5.783620456412945643e-01,4.202708064824932643e-01,2.979457560653302473e-01
2.037437437437437495e+02,2.401679083184272034e+00,2.703101501684386676e+00,1.502493659500233836e+00,1.123007180908786706e+00,8.264112692448091213e-01,5.828778800566118967e-01,4.235522811149495803e-01,3.002721212175887278e-01
2.045345345345345436e+02,2.420339241043151013e+00,2.724113098633750951e+00,1.514178798615629873e+00,1.131741274838347300e+00,8.328387165639508094e-01,5.874112753342465298e-01,4.268465167062703847e-01,3.026075331816565073e-01
2.053253253253253376e+02,2.439071384973199308e+00,2.745205900275465627e+00,1.525909191701049439e+00,1.140509198387598788e+00,8.392910608085822899e-01,5.919622314680200725e-01,4.301535132541651207e-01,3.049519919567383885e-01
2.061161161161161317e+02,2.457875511509688415e+00,2.766379904412018753e+00,1.537684838620489547e+00,1.149310951505884137e+00,8.457683019599979701e-01,5.965307484517292647e-01,4.334732707563335730e-01,3.073054975420354551e-01
2.069069069069069258e+02,2.476751617174654196e+00,2.787635108837470010e+00,1.549505739237425406e+00,1.158146534142351802e+00,8.522704399994214253e-01,6.011168262791461991e-01,4.368057892104671991e-01,3.096680499367453487e-01
2.076976976976977198e+02,2.495699698476910200e+00,2.808971511337459148e+00,1.561371893414806200e+00,1.167015946245954838e+00,8.587974749080033998e-01,6.057204649440199873e-01,4.401510686142483531e-01,3.120396491400632688e-01
2.084884884884885139e+02,2.514719751912037893e+00,2.830389109689184668e+00,1.573283301015058644e+00,1.175919187765451346e+00,8.653494066668228069e-01,6.103416644400752045e-01,4.435091089653501739e-01,3.144202951511810840e-01
2.092792792792792795e+02,2.533811773962394209e+00,2.851887901661418923e+00,1.585239961900080097e+00,1.184856258649400473e+00,8.719262352568855068e-01,6.149804247610117791e-01,4.468799102614371410e-01,3.168099879692866661e-01
2.100700700700700736e+02,2.552975761097116880e+00,2.873467885014515222e+00,1.597241875931252553e+00,1.193827158846172409e+00,8.785279606591276380e-01,6.196367459005081013e-01,4.502634725001657401e-01,3.192087275935666102e-01
2.108608608608608677e+02,2.572211709772114663e+00,2.895129057500391845e+00,1.609289042969423766e+00,1.202831888303935948e+00,8.851545828544099548e-01,6.243106278522158048e-01,4.536597956791820208e-01,3.216165140232031261e-01
2.116516516516516617e+02,2.591519616430080220e+00,2.916871416862540034e+00,1.621381462874922352e+00,1.211870446970665816e+00,8.918061018235229342e-01,6.290020706097647629e-01,4.570688797961238170e-01,3.240333472573754814e-01
2.124424424424424558e+02,2.610899477500490118e+00,2.938694960836036429e+00,1.633519135507554676e+00,1.220942834794148224e+00,8.984825175471856662e-01,6.337110741667602021e-01,4.604907248486213578e-01,3.264592272952607233e-01
2.132332332332332498e+02,2.630351289399591952e+00,2.960599687147512427e+00,1.645702060726594862e+00,1.230049051721961328e+00,9.051838300060425224e-01,6.384376385167818135e-01,4.639253308342937698e-01,3.288941541360313470e-01
2.140240240240240439e+02,2.649875048530430099e+00,2.982585593515191036e+00,1.657930238390799671e+00,1.239189097701498099e+00,9.119100391806668204e-01,6.431817636533879723e-01,4.673726977507524083e-01,3.313381277788577384e-01
2.148148148148148380e+02,2.669470751282830623e+00,3.004652677648867787e+00,1.670203668358399618e+00,1.248362972679952554e+00,9.186611450515617117e-01,6.479434495701120733e-01,4.708328255956003017e-01,3.337911482229075077e-01
2.156056056056056320e+02,2.689138394033404822e+00,3.026800937249908507e+00,1.682522350487098750e+00,1.257570676604322202e+00,9.254371475991552964e-01,6.527226962604624205e-01,4.743057143664305975e-01,3.362532154673442131e-01
2.163963963963963977e+02,2.708877973145557672e+00,3.049030370011263091e+00,1.694886284634078422e+00,1.266812209421411595e+00,9.322380468038047319e-01,6.575195037179248914e-01,4.777913640608279500e-01,3.387243295113290253e-01
2.171871871871871917e+02,2.728689484969483381e+00,3.071340973617456171e+00,1.707295470655995961e+00,1.276087571077828331e+00,9.390638426457961208e-01,6.623338719359617155e-01,4.812897746763684648e-01,3.412044903540198404e-01
2.179779779779779858e+02,2.748572925842166281e+00,3.093732745744588009e+00,1.719749908408984229e+00,1.285396761519985498e+00,9.459145351053407369e-01,6.671658009080090324e-01,4.848009462106190881e-01,3.436936979945715009e-01
2.187687687687687799e+02,2.768528292087388376e+00,3.116205684060344261e+00,1.732249597748650505e+00,1.294739780694099007e+00,9.527901241625804651e-01,6.720152906274811100e-01,4.883248786611379400e-01,3.461919524321355746e-01
2.195595595595595739e+02,2.788555580015728452e+00,3.138759786223982218e+00,1.744794538530078265e+00,1.304116628546191814e+00,9.596906097975820282e-01,6.768823410877675695e-01,4.918615720254737589e-01,3.486992536658609088e-01
2.203503503503503680e+02,2.808654785924560304e+00,3.161395049886345454e+00,1.757384730607825629e+00,1.313527305022089475e+00,9.666159919903443143e-01,6.817669522822346062e-01,4.954110263011675674e-01,3.512156016948928539e-01
2.211411411411411621e+02,2.828825906098056731e+00,3.184111472689854061e+00,1.770020173835928690e+00,1.322971810067423482e+00,9.735662707207887179e-01,6.866691242042227694e-01,4.989732414857502296e-01,3.537409965183737071e-01
2.219319319319319561e+02,2.849068936807199304e+00,3.206909052268513971e+00,1.782700868067898847e+00,1.332450143627629702e+00,9.805414459687702422e-01,6.915888568470510700e-01,5.025482175767451709e-01,3.562754381354435451e-01
2.227227227227227502e+02,2.869383874309760163e+00,3.229787786247904968e+00,1.795426813156719703e+00,1.341962305647948162e+00,9.875415177140663969e-01,6.965261502040125396e-01,5.061359545716650477e-01,3.588189265452382259e-01
2.235135135135135158e+02,2.889770714850326438e+00,3.252747672245197563e+00,1.808198008954851721e+00,1.351508296073421489e+00,9.945664859363847476e-01,7.014810042683771174e-01,5.097364524680146891e-01,3.613714617468907209e-01
2.243043043043043099e+02,2.910229454660286041e+00,3.275788707869143224e+00,1.821014455314235558e+00,1.361088114848902464e+00,1.001616350615361473e+00,7.064534190333910946e-01,5.133497112632908754e-01,3.639330437395312257e-01
2.250950950950951039e+02,2.930760089957843206e+00,3.298910890720077482e+00,1.833876152086283851e+00,1.370701761919043582e+00,1.008691111730560808e+00,7.114433944922777808e-01,5.169757309549807278e-01,3.665036725222874936e-01
2.258858858858858980e+02,2.951362616947998507e+00,3.322114218389911056e+00,1.846783099121881877e+00,1.380349237228302828e+00,1.015790769261472715e+00,7.164509306382329523e-01,5.206145115405617085e-01,3.690833480942826705e-01
2.266766766766766921e+02,2.972037031822574171e+00,3.345398688462155157e+00,1.859735296271396665e+00,1.390030540720944341e+00,1.022915323187516545e+00,7.214760274644322902e-01,5.242660530175036193e-01,3.716720704546380705e-01
2.274674674674674861e+02,2.992783330760206084e+00,3.368764298511897071e+00,1.872732743384666110e+00,1.399745672341035085e+00,1.030064773488039043e+00,7.265186849640260514e-01,5.279303553832664919e-01,3.742698396024714547e-01
2.282582582582582802e+02,3.013601509926341127e+00,3.392211046105812589e+00,1.885775440311006745e+00,1.409494632032448846e+00,1.037239120142315452e+00,7.315789031301404011e-01,5.316074186353025866e-01,3.768766555368975868e-01
2.290490490490490743e+02,3.034491565473242947e+00,3.415738928802163343e+00,1.898863386899210193e+00,1.419277419738861568e+00,1.044438363129546854e+00,7.366566819558775236e-01,5.352972427710538383e-01,3.794925182570276778e-01
2.298398398398398683e+02,3.055453493539997289e+00,3.439347944150795922e+00,1.911996582997541383e+00,1.429094035403755125e+00,1.051662502428865720e+00,7.417520214343152896e-01,5.389998277879546329e-01,3.821174277619708848e-01
2.306306306306306340e+02,3.076487290252508000e+00,3.463038089693151633e+00,1.925175028453742998e+00,1.438944478970415108e+00,1.058911538019327470e+00,7.468649215585094758e-01,5.427151736834296969e-01,3.847513840508322014e-01
2.314214214214214280e+02,3.097592951723505905e+00,3.486809362962260295e+00,1.938398723115035915e+00,1.448828750381933261e+00,1.066185469879921355e+00,7.519953823214906574e-01,5.464432804548954303e-01,3.873943871227146230e-01
2.322122122122122221e+02,3.118770474052537711e+00,3.510661761482732679e+00,1.951667666828109882e+00,1.458746849581206373e+00,1.073484297989558911e+00,7.571434037162643182e-01,5.501841480997591294e-01,3.900464369767171480e-01
2.330030030030030161e+02,3.140019853325981547e+00,3.534595282770778724e+00,1.964981859439137279e+00,1.468698776510932280e+00,1.080808022327082840e+00,7.623089857358141819e-01,5.539377766154184313e-01,3.927075336119355553e-01
2.337937937937938102e+02,3.161341085617042523e+00,3.558609924334190655e+00,1.978341300793761359e+00,1.478684531113616751e+00,1.088156642871262125e+00,7.674921283730988808e-01,5.577041659992634237e-01,3.953776770274636809e-01
2.345845845845846043e+02,3.182734166985753621e+00,3.582705683672361197e+00,1.991745990737102900e+00,1.488704113331568823e+00,1.095530159600794251e+00,7.726928316210527337e-01,5.614833162486743134e-01,3.980568672223910309e-01
2.353753753753753983e+02,3.204199093478981908e+00,3.606882558276270245e+00,2.005195929113758879e+00,1.498757523106902134e+00,1.102928572494304538e+00,7.779110954725869664e-01,5.652752273610226474e-01,4.007451041958050020e-01
2.361661661661661924e+02,3.225735861130424986e+00,3.631140545628488869e+00,2.018691115767802469e+00,1.508844760381536698e+00,1.110351881530347029e+00,7.831469199205886023e-01,5.690798993336723122e-01,4.034423879467893270e-01
2.369569569569569580e+02,3.247344465960617210e+00,3.655479643203182860e+00,2.032231550542780152e+00,1.518965825097192690e+00,1.117800086687400940e+00,7.884003049579209055e-01,5.728973321639758698e-01,4.061487184744245194e-01
2.377477477477477521e+02,3.269024903976929242e+00,3.679899848466117174e+00,2.045817233281715719e+00,1.529120717195402213e+00,1.125273187943875319e+00,7.936712505774224935e-01,5.767275258492795542e-01,4.088640957777888718e-01
2.385385385385385462e+02,3.290777171173567606e+00,3.704401158874639499e+00,2.059448163827107603e+00,1.539309436617494198e+00,1.132771185278107717e+00,7.989597567719087801e-01,5.805704803869187192e-01,4.115885198559565694e-01
2.393293293293293402e+02,3.312601263531588458e+00,3.728983571877708236e+00,2.073124342020932875e+00,1.549531983304606619e+00,1.140294078668361966e+00,8.042658235341716422e-01,5.844261957742216129e-01,4.143219907079995212e-01
2.401201201201201343e+02,3.334497177018876268e+00,3.753647084915860521e+00,2.086845767704640142e+00,1.559788357197681385e+00,1.147841868092831064e+00,8.095894508569766446e-01,5.882946720085058256e-01,4.170645083329859726e-01
2.409109109109109284e+02,3.356464907590173574e+00,3.778391695421248198e+00,2.100612440719156648e+00,1.570078558237465893e+00,1.155414553529633848e+00,8.149306387330698120e-01,5.921759090870812869e-01,4.198160727299814488e-01
2.417017017017017224e+02,3.378504451187058333e+00,3.803217400817606730e+00,2.114424360904886502e+00,1.580402586364511031e+00,1.163012134956819654e+00,8.202893871551684146e-01,5.960699070072497108e-01,4.225766838980485329e-01
2.424924924924925165e+02,3.400615803737963905e+00,3.828124198520275634e+00,2.128281528101704012e+00,1.590760441519169177e+00,1.170634612352362547e+00,8.256656961159684061e-01,5.999766657663010427e-01,4.253463418362458670e-01
2.432832832832833105e+02,3.422798961158166176e+00,3.853112085936188702e+00,2.142183942148963904e+00,1.601152123641603531e+00,1.178281985694166201e+00,8.310595656081415372e-01,6.038961853615191222e-01,4.281250465436297059e-01
2.440740740740740762e+02,3.445053919349800875e+00,3.878181060463885110e+00,2.156131602885495990e+00,1.611577632671779003e+00,1.185954254960063903e+00,8.364709956243359112e-01,6.078284657901786847e-01,4.309127980192534735e-01
2.448648648648648702e+02,3.467380674201850255e+00,3.903331119493493873e+00,2.170124510149603836e+00,1.622036968549461777e+00,1.193651420127813667e+00,8.418999861571729859e-01,6.117735070495434746e-01,4.337095962621665413e-01
2.456556556556556643e+02,3.489779221590158187e+00,3.928562260406765372e+00,2.184162663779070979e+00,1.632530131214229741e+00,1.201373481175102897e+00,8.473465371992561224e-01,6.157313091368717961e-01,4.365154412714165599e-01
2.464464464464464584e+02,3.512249557377425280e+00,3.953874480577029615e+00,2.198246063611153822e+00,1.643057120605460719e+00,1.209120438079546833e+00,8.528106487431591498e-01,6.197018720494099631e-01,4.393303330460472944e-01
2.472372372372372524e+02,3.534791677413201327e+00,3.979267777369224657e+00,2.212374709482582080e+00,1.653617936662336030e+00,1.216892290818688105e+00,8.582923207814333599e-01,6.236851957843959626e-01,4.421542715850986238e-01
2.480280280280280465e+02,3.557405577533912844e+00,4.004742148139896152e+00,2.226548601229565438e+00,1.664212579323846253e+00,1.224689039369996735e+00,8.637915533066081730e-01,6.276812803390607876e-01,4.449872568876091505e-01
2.488188188188188406e+02,3.580091253562837306e+00,4.030297590237188921e+00,2.240767738687786892e+00,1.674841048528781684e+00,1.232510683710871691e+00,8.693083463111864750e-01,6.316901257106247725e-01,4.478292889526128695e-01
2.496096096096096346e+02,3.602848701310121360e+00,4.055934101000854497e+00,2.255032121692407188e+00,1.685503344215740107e+00,1.240357223818638888e+00,8.748426997876485034e-01,6.357117318962994812e-01,4.506803677791414997e-01
2.504004004004004287e+02,3.625677916572781267e+00,4.081651677762245356e+00,2.269341750078060826e+00,1.696199466323125016e+00,1.248228659670554075e+00,8.803946137284512918e-01,6.397460988932882620e-01,4.535404933662233184e-01
2.511911911911911943e+02,3.648578895134703348e+00,4.107450317844327792e+00,2.283696623678860060e+00,1.706929414789141841e+00,1.256124991243798394e+00,8.859640881260262280e-01,6.437932266987861363e-01,4.564096657128843271e-01
2.519819819819819884e+02,3.671551632766634654e+00,4.133330018561664154e+00,2.298096742328390896e+00,1.717693189551800836e+00,1.264046218515481046e+00,8.915511229727812736e-01,6.478531153099774675e-01,4.592878848181455309e-01
2.527727727727727824e+02,3.694596125226202066e+00,4.159290777220425284e+00,2.312542105859716202e+00,1.728490790548917966e+00,1.271992341462639731e+00,8.971557182611015202e-01,6.519257647240385145e-01,4.621751506810264920e-01
2.535635635635635765e+02,3.717712368257917177e+00,4.185332591118399392e+00,2.327032714105375266e+00,1.739322217718115571e+00,1.279963360062241318e+00,9.027778739833475230e-01,6.560111749381383195e-01,4.650714633005443854e-01
2.543543543543543706e+02,3.740900357593144321e+00,4.211455457544972525e+00,2.341568566897379355e+00,1.750187470996815708e+00,1.287959274291177847e+00,9.084175901318547464e-01,6.601093459494341564e-01,4.679768226757105576e-01
2.551451451451451646e+02,3.764160088950148975e+00,4.237659373781141880e+00,2.356149664067223704e+00,1.761086550322250144e+00,1.295980084126271636e+00,9.140748666989367832e-01,6.642202777550763049e-01,4.708912288055356887e-01
2.559359359359359587e+02,3.787491558034068451e+00,4.263944337099519366e+00,2.370776005445872858e+00,1.772019455631453910e+00,1.304025789544270619e+00,9.197497036768821355e-01,6.683439703522067177e-01,4.738146816890271285e-01
2.567267267267267243e+02,3.810894760536916781e+00,4.290310344764316497e+00,2.385447590863764677e+00,1.782986186861261757e+00,1.312096390521852562e+00,9.254421010579544360e-01,6.724804237379558014e-01,4.767471813251878965e-01
2.575175175175175468e+02,3.834369692137602037e+00,4.316757394031367490e+00,2.400164420150819655e+00,1.793986743948323470e+00,1.320191887035621736e+00,9.311520588343947802e-01,6.766296379094479674e-01,4.796887277130182925e-01
2.583083083083083125e+02,3.857916348501921000e+00,4.343285482148115051e+00,2.414926493136432484e+00,1.805021126829081668e+00,1.328312279062111356e+00,9.368795769984215038e-01,6.807916128637971909e-01,4.826393208515171174e-01
2.590990990990991349e+02,3.881534725282546727e+00,4.369894606353611266e+00,2.429733809649469389e+00,1.816089335439792452e+00,1.336457566577781364e+00,9.426246555422255202e-01,6.849663485981088984e-01,4.855989607396777319e-01
2.598898898898899006e+02,3.905224818119053420e+00,4.396584763878524704e+00,2.444586369518277458e+00,1.827191369716513414e+00,1.344627749559019314e+00,9.483872944579760933e-01,6.891538451094798567e-01,4.885676473764919980e-01
2.606806806806806662e+02,3.928986622637903547e+00,4.423355951945132425e+00,2.459484172570678417e+00,1.838327229595103640e+00,1.352822827982143039e+00,9.541674937378195054e-01,6.933541023949972848e-01,4.915453807609481141e-01
2.614714714714714887e+02,3.952820134452458500e+00,4.450208167767340406e+00,2.474427218633969527e+00,1.849496915011235476e+00,1.361042801823396875e+00,9.599652533738762816e-01,6.975671204517420732e-01,4.945321608920323353e-01
2.622622622622623112e+02,3.976725349162964385e+00,4.477141408550647128e+00,2.489415507534919580e+00,1.860700425900372990e+00,1.369287671058949440e+00,9.657805733582420782e-01,7.017928992767816787e-01,4.975279877687249219e-01
2.630530530530530768e+02,4.000702262356580441e+00,4.504155671492187096e+00,2.504449039099778673e+00,1.871937762197799282e+00,1.377557435664903629e+00,9.716134536829917900e-01,7.060314388671781183e-01,5.005328613900063006e-01
2.638438438438438425e+02,4.024750869607361281e+00,4.531250953780700641e+00,2.519527813154271545e+00,1.883208923838590065e+00,1.385852095617284840e+00,9.774638943401737778e-01,7.102827392199828616e-01,5.035467817548519021e-01
2.646346346346346650e+02,4.048871166476261330e+00,4.558427252596554347e+00,2.534651829523601130e+00,1.894513910757634090e+00,1.394171650892049863e+00,9.833318953218137537e-01,7.145468003322412720e-01,5.065697488622350475e-01
2.654254254254254306e+02,4.073063148511143261e+00,4.585684565111726840e+00,2.549821088032437011e+00,1.905852722889619155e+00,1.402516101465081544e+00,9.892174566199134489e-01,7.188236222009859455e-01,5.096017627111248949e-01
2.662162162162162531e+02,4.097326811246776224e+00,4.613022888489818563e+00,2.565035588504938513e+00,1.917225360169041659e+00,1.410885447312191454e+00,9.951205782264500588e-01,7.231132048232433718e-01,5.126428233004896029e-01
2.670070070070070187e+02,4.121662150204833175e+00,4.640442219886043773e+00,2.580295330764728945e+00,1.928631822530199713e+00,1.419279688409117002e+00,1.001041260133376243e+00,7.274155481960303815e-01,5.156929306292911130e-01
2.677977977977978412e+02,4.146069160893912198e+00,4.667942556447245650e+00,2.595600314634912031e+00,1.940072109907199138e+00,1.427698824731526095e+00,1.006979502332622900e+00,7.317306523163545906e-01,5.187520846964905896e-01
2.685885885885886069e+02,4.170547838809504526e+00,4.695523895311885632e+00,2.610950539938069692e+00,1.951546222233945249e+00,1.436142856255012257e+00,1.012935304816093840e+00,7.360585171812142891e-01,5.218202855010460883e-01
2.693793793793793725e+02,4.195098179434030961e+00,4.723186233610046081e+00,2.626346006496254493e+00,1.963054159444153957e+00,1.444611782955098178e+00,1.018908667575672444e+00,7.403991427876002174e-01,5.248975330419113350e-01
2.701701701701701950e+02,4.219720178236829433e+00,4.750929568463434727e+00,2.641786714131002523e+00,1.974595921471344662e+00,1.453105604807236384e+00,1.024899590603217003e+00,7.447525291324945673e-01,5.279838273180387231e-01
2.709609609609609606e+02,4.244413830674146126e+00,4.778753896985376670e+00,2.657272662663317853e+00,1.986171508248837592e+00,1.461624321786802572e+00,1.030908073890560939e+00,7.491186762128685395e-01,5.310791683283750952e-01
2.717517517517517831e+02,4.269179132189155013e+00,4.806659216280827707e+00,2.672803851913683637e+00,1.997780919709759351e+00,1.470167933869103383e+00,1.036934117429512359e+00,7.534975840256858959e-01,5.341835560718662945e-01
2.725425425425425487e+02,4.294016078211956078e+00,4.834645523446362780e+00,2.688380281702055896e+00,2.009424155787042032e+00,1.478736441029372406e+00,1.042977721211858499e+00,7.578892525679004066e-01,5.372969905474542784e-01
2.733333333333333712e+02,4.318924664159578874e+00,4.862712815570192859e+00,2.704001951847877283e+00,2.021101216413426105e+00,1.487329843242770844e+00,1.049038885229361506e+00,7.622936818364595135e-01,5.404194717540781179e-01
2.741241241241241369e+02,4.343904885435963870e+00,4.890861089732146283e+00,2.719668862170051771e+00,2.032812101521447534e+00,1.495948140484389510e+00,1.055117609473759543e+00,7.667108718282986679e-01,5.435509996906737751e-01
2.749149149149149594e+02,4.368956737432001525e+00,4.919090343003679422e+00,2.735381012486972185e+00,2.044556811043459099e+00,1.504591332729245723e+00,1.061213893936767239e+00,7.711408225403471040e-01,5.466915743561746588e-01
2.757057057057057250e+02,4.394080215525500321e+00,4.947400572447883782e+00,2.751138402616495782e+00,2.056335344911603524e+00,1.513259419952283080e+00,1.067327738610073684e+00,7.755835339695232866e-01,5.498411957495091817e-01
2.764964964964964906e+02,4.419275315081201860e+00,4.975791775119462912e+00,2.766941032375963783e+00,2.068147703057838793e+00,1.521952402128375015e+00,1.073459143485345324e+00,7.800390061127366881e-01,5.529998638696049795e-01
2.772872872872873131e+02,4.444542031450798625e+00,5.004263948064774148e+00,2.782788901582193830e+00,2.079993885413928378e+00,1.530670279232325237e+00,1.079608108554226176e+00,7.845072389668904522e-01,5.561675787153855799e-01
2.780780780780780788e+02,4.469880359972904671e+00,5.032817088321785093e+00,2.798682010051472879e+00,2.091873891911432359e+00,1.539413051238858854e+00,1.085774633808331835e+00,7.889882325288746223e-01,5.593443402857707358e-01
2.788688688688689012e+02,4.495290295973087602e+00,5.061451192920104702e+00,2.814620357599566969e+00,2.103787722481723410e+00,1.548180718122633914e+00,1.091958719239259690e+00,7.934819867955753558e-01,5.625301485796788681e-01
2.796596596596596669e+02,4.520771834763844588e+00,5.090166258880967298e+00,2.830603944041720776e+00,2.115735377055972144e+00,1.556973279858233639e+00,1.098160364838578262e+00,7.979885017638651545e-01,5.657250035960236234e-01
2.804504504504504894e+02,4.546324971644632562e+00,5.118962283217252107e+00,2.846632769192656731e+00,2.127716855565162657e+00,1.565790736420175078e+00,1.104379570597836091e+00,8.025077774306127454e-01,5.689289053337167612e-01
2.812412412412412550e+02,4.571949701901844243e+00,5.147839262933453064e+00,2.862706832866560358e+00,2.139732157940071211e+00,1.574633087782892238e+00,1.110616336508553736e+00,8.070398137926722004e-01,5.721418537916659330e-01
2.820320320320320775e+02,4.597646020808824119e+00,5.176797195025711673e+00,2.878826134877109588e+00,2.151781284111290660e+00,1.583500333920756509e+00,1.116870662562231997e+00,8.115846108468935949e-01,5.753638489687766810e-01
2.828228228228228431e+02,4.623413923625866673e+00,5.205836076481806352e+00,2.894990675037445449e+00,2.163864234009211351e+00,1.592392474808062452e+00,1.123142548750343694e+00,8.161421685901149026e-01,5.785948908639505506e-01
2.836136136136136088e+02,4.649253405600223488e+00,5.234955904281139105e+00,2.911200453160195600e+00,2.175981007564030012e+00,1.601309510419034465e+00,1.129431995064340555e+00,8.207124870191664368e-01,5.818349794760865334e-01
2.844044044044044313e+02,4.675164461966105911e+00,5.264156675394758622e+00,2.927455469057457016e+00,2.188131604705751521e+00,1.610251440727822780e+00,1.135739001495650768e+00,8.252955661308712942e-01,5.850841148040810680e-01
2.851951951951951969e+02,4.701147087944667291e+00,5.293438386785351391e+00,2.943755722540803976e+00,2.200316025364181804e+00,1.619218265708509241e+00,1.142063568035676546e+00,8.298914059220412476e-01,5.883422968468262626e-01
2.859859859859860194e+02,4.727201278744040280e+00,5.322801035407232817e+00,2.960101213421284516e+00,2.212534269468930503e+00,1.628209985335099752e+00,1.148405694675795896e+00,8.345000063894792985e-01,5.916095256032123384e-01
2.867767767767767850e+02,4.753327029559300421e+00,5.352244618206366766e+00,2.976491941509428418e+00,2.224786336949413634e+00,1.637226599581529163e+00,1.154765381407364844e+00,8.391213675299810104e-01,5.948858010721251866e-01
2.875675675675676075e+02,4.779524335572506999e+00,5.381769132120351351e+00,2.992927906615238332e+00,2.237072227734853591e+00,1.646268108421659271e+00,1.161142628221715212e+00,8.437554893403331757e-01,5.981711232524486999e-01
2.883583583583583732e+02,4.805793191952671961e+00,5.411374574078425148e+00,3.009409108548189327e+00,2.249391941754275148e+00,1.655334511829283040e+00,1.167537435110152844e+00,8.484023718173111517e-01,6.014654921430632184e-01
2.891491491491491956e+02,4.832133593855782117e+00,5.441060941001475193e+00,3.025935547117240887e+00,2.261745478936509013e+00,1.664425809778119714e+00,1.173949802063962711e+00,8.530620149576845224e-01,6.047689077428465287e-01
2.899399399399399613e+02,4.858545536424794697e+00,5.470828229802020104e+00,3.042507222130820477e+00,2.274132839210187385e+00,1.673542002241812821e+00,1.180379729074404249e+00,8.577344187582121027e-01,6.080813700506726427e-01
2.907307307307307269e+02,4.885029014789636470e+00,5.500676437384229622e+00,3.059124133396833312e+00,2.286554022503751948e+00,1.682683089193938386e+00,1.186827216132710916e+00,8.624195832156447139e-01,6.114028790654117973e-01
2.915215215215215494e+02,4.911584024067220611e+00,5.530605560643908625e+00,3.075786280722667243e+00,2.299009028745444549e+00,1.691849070607998717e+00,1.193292263230096628e+00,8.671175083267236294e-01,6.147334347859333414e-01
