RPM,Electrical Power
4.694494494494495029e+02,1.431505559006363271e+01
4.702402402402402686e+02,1.436317584113242773e+01
4.710310310310310342e+02,1.441137608881302512e+01
4.718218218218218567e+02,1.445965632812123580e+01
4.726126126126126223e+02,1.450801655406472612e+01
4.734034034034034448e+02,1.455645676164307822e+01
4.741941941941942105e+02,1.460497694584775452e+01
4.749849849849850330e+02,1.465357710166212080e+01
4.757757757757757986e+02,1.470225722406138402e+01
4.765665665665666211e+02,1.475101730801269184e+01
4.773573573573573867e+02,1.479985734847505796e+01
4.781481481481481524e+02,1.484877734039938879e+01
4.789389389389389748e+02,1.489777727872847457e+01
4.797297297297297405e+02,1.494685715839704265e+01
4.805205205205205630e+02,1.499601697433167047e+01
4.813113113113113286e+02,1.504525672145084592e+01
4.821021021021021511e+02,1.509457639466497803e+01
4.828928928928929167e+02,1.514397598887634189e+01
4.836836836836837392e+02,1.519345549897915149e+01
4.844744744744745049e+02,1.524301491985946910e+01
4.852652652652652705e+02,1.529265424639532966e+01
4.860560560560560930e+02,1.534237347345663416e+01
4.868468468468468586e+02,1.539217259590517095e+01
4.876376376376376811e+02,1.544205160859469217e+01
4.884284284284284468e+02,1.549201050637081778e+01
4.892192192192192692e+02,1.554204928407106401e+01
4.900100100100100349e+02,1.559216793652492505e+01
4.908008008008008574e+02,1.564236645855374341e+01
4.915915915915916230e+02,1.569264484497080403e+01
4.923823823823823886e+02,1.574300309058130587e+01
4.931731731731732111e+02,1.579344119018237436e+01
4.939639639639639768e+02,1.584395913856303473e+01
4.947547547547547993e+02,1.589455693050424401e+01
4.955455455455455649e+02,1.594523456077887502e+01
4.963363363363363874e+02,1.599599202415174481e+01
4.971271271271271530e+02,1.604682931537953650e+01
4.979179179179179755e+02,1.609774642921093601e+01
4.987087087087087411e+02,1.614874336038649361e+01
4.994994994994995068e+02,1.619982010363874636e+01
5.002902902902903293e+02,1.625097665369209921e+01
5.010810810810810949e+02,1.630221300526292083e+01
5.018718718718719174e+02,1.635352915305950816e+01
5.026626626626626830e+02,1.640492509178209701e+01
5.034534534534535055e+02,1.645640081612285499e+01
5.042442442442442712e+02,1.650795632076587438e+01
5.050350350350350936e+02,1.655959160038720412e+01
5.058258258258258593e+02,1.661130664965481785e+01
5.066166166166166249e+02,1.666310146322862806e+01
5.074074074074074474e+02,1.671497603576050039e+01
5.081981981981982130e+02,1.676693036189424291e+01
5.089889889889890355e+02,1.681896443626560256e+01
5.097797797797798012e+02,1.687107825350227230e+01
5.105705705705706237e+02,1.692327180822390886e+01
5.113613613613613893e+02,1.697554509504207232e+01
5.121521521521522118e+02,1.702789810856032560e+01
5.129429429429429774e+02,1.708033084337415985e+01
5.137337337337337431e+02,1.713284329407102646e+01
5.145245245245246224e+02,1.718543545523031568e+01
5.153153153153152743e+02,1.723810732142336377e+01
5.161061061061061537e+02,1.729085888721352404e+01
5.168968968968969193e+02,1.734369014715604607e+01
5.176876876876876850e+02,1.739660109579816094e+01
5.184784784784785643e+02,1.744959172767905642e+01
5.192692692692693299e+02,1.750266203732988757e+01
5.200600600600600956e+02,1.755581201927378387e+01
5.208508508508508612e+02,1.760904166802583148e+01
5.216416416416416268e+02,1.766235097809306609e+01
5.224324324324325062e+02,1.771573994397454044e+01
5.232232232232232718e+02,1.776920856016119288e+01
5.240140140140140375e+02,1.782275682113601434e+01
5.248048048048048031e+02,1.787638472137394885e+01
5.255955955955956824e+02,1.793009225534189000e+01
5.263863863863864481e+02,1.798387941749870222e+01
5.271771771771772137e+02,1.803774620229527059e+01
5.279679679679679793e+02,1.809169260417442615e+01
5.287587587587587450e+02,1.814571861757098148e+01
5.295495495495496243e+02,1.819982423691174134e+01
5.303403403403403900e+02,1.825400945661549201e+01
5.311311311311311556e+02,1.830827427109298000e+01
5.319219219219219212e+02,1.836261867474696530e+01
5.327127127127128006e+02,1.841704266197219297e+01
5.335035035035035662e+02,1.847154622715537542e+01
5.342942942942943318e+02,1.852612936467523852e+01
5.350850850850850975e+02,1.858079206890247903e+01
5.358758758758758631e+02,1.863553433419977523e+01
5.366666666666667425e+02,1.869035615492187929e+01
5.374574574574575081e+02,1.874525752541542545e+01
5.382482482482482737e+02,1.880023844001913247e+01
5.390390390390390394e+02,1.885529889306365448e+01
5.398298298298299187e+02,1.891043887887168751e+01
5.406206206206206843e+02,1.896565839175791268e+01
5.414114114114114500e+02,1.902095742602904238e+01
5.422022022022022156e+02,1.907633597598373854e+01
5.429929929929929813e+02,1.913179403591272276e+01
5.437837837837838606e+02,1.918733160009867333e+01
5.445745745745746262e+02,1.924294866281632466e+01
5.453653653653653919e+02,1.929864521833237845e+01
5.461561561561561575e+02,1.935442126090558190e+01
5.469469469469470368e+02,1.941027678478668861e+01
5.477377377377378025e+02,1.946621178421844789e+01
5.485285285285285681e+02,1.952222625343565809e+01
5.493193193193193338e+02,1.957832018666507778e+01
5.501101101101100994e+02,1.963449357812555718e+01
5.509009009009009787e+02,1.969074642202791381e+01
5.516916916916917444e+02,1.974707871257501779e+01
5.524824824824825100e+02,1.980349044396173852e+01
5.532732732732732757e+02,1.985998161037498022e+01
5.540640640640641550e+02,1.991655220599368548e+01
5.548548548548549206e+02,1.997320222498879261e+01
5.556456456456456863e+02,2.002993166152330318e+01
5.564364364364364519e+02,2.008674050975223224e+01
5.572272272272272176e+02,2.014362876382264034e+01
5.580180180180180969e+02,2.020059641787361571e+01
5.588088088088088625e+02,2.025764346603626009e+01
5.595995995995996282e+02,2.031476990243373493e+01
5.603903903903903938e+02,2.037197572118124000e+01
5.611811811811812731e+02,2.042926091638603481e+01
5.619719719719720388e+02,2.048662548214736745e+01
5.627627627627628044e+02,2.054406941255656349e+01
5.635535535535535701e+02,2.060159270169697265e+01
5.643443443443443357e+02,2.065919534364402210e+01
5.651351351351352150e+02,2.071687733246517027e+01
5.659259259259259807e+02,2.077463866221993527e+01
5.667167167167167463e+02,2.083247932695985938e+01
5.675075075075075119e+02,2.089039932072854100e+01
5.682982982982983913e+02,2.094839863756164888e+01
5.690890890890891569e+02,2.100647727148690791e+01
5.698798798798799226e+02,2.106463521652408488e+01
5.706706706706706882e+02,2.112287246668503116e+01
5.714614614614614538e+02,2.118118901597360448e+01
5.722522522522523332e+02,2.123958485838578270e+01
5.730430430430430988e+02,2.129805998790957133e+01
5.738338338338338644e+02,2.135661439852503918e+01
5.746246246246246301e+02,2.141524808420436088e+01
5.754154154154155094e+02,2.147396103891171748e+01
5.762062062062062751e+02,2.153275325660340656e+01
5.769969969969970407e+02,2.159162473122778181e+01
5.777877877877878063e+02,2.165057545672526018e+01
5.785785785785785720e+02,2.170960542702831830e+01
5.793693693693694513e+02,2.176871463606159196e+01
5.801601601601602169e+02,2.182790307774165584e+01
5.809509509509509826e+02,2.188717074597727219e+01
5.817417417417417482e+02,2.194651763466926653e+01
5.825325325325325139e+02,2.200594373771046719e+01
5.833233233233233932e+02,2.206544904898590431e+01
5.841141141141141588e+02,2.212503356237261443e+01
5.849049049049049245e+02,2.218469727173970796e+01
5.856956956956956901e+02,2.224444017094845094e+01
5.864864864864865694e+02,2.230426225385215133e+01
5.872772772772773351e+02,2.236416351429619809e+01
5.880680680680681007e+02,2.242414394611811090e+01
5.888588588588588664e+02,2.248420354314750469e+01
5.896496496496496320e+02,2.254434229920600785e+01
5.904404404404405113e+02,2.260456020810746836e+01
5.912312312312312770e+02,2.266485726365772280e+01
5.920220220220220426e+02,2.272523345965479535e+01
5.928128128128128083e+02,2.278568878988873792e+01
5.936036036036036876e+02,2.284622324814178285e+01
5.943943943943944532e+02,2.290683682818816891e+01
5.951851851851852189e+02,2.296752952379434021e+01
5.959759759759759845e+02,2.302830132871878277e+01
5.967667667667667502e+02,2.308915223671214534e+01
5.975575575575576295e+02,2.315008224151712568e+01
5.983483483483483951e+02,2.321109133686858073e+01
5.991391391391391608e+02,2.327217951649346972e+01
5.999299299299299264e+02,2.333334677411085778e+01
6.007207207207208057e+02,2.339459310343195853e+01
6.015115115115115714e+02,2.345591849816004881e+01
6.023023023023023370e+02,2.351732295199056821e+01
6.030930930930931027e+02,2.357880645861109414e+01
6.038838838838838683e+02,2.364036901170126725e+01
6.046746746746747476e+02,2.370201060493292289e+01
6.054654654654655133e+02,2.376373123196998804e+01
6.062562562562562789e+02,2.382553088646848494e+01
6.070470470470470445e+02,2.388740956207665533e+01
6.078378378378379239e+02,2.394936725243478648e+01
6.086286286286286895e+02,2.401140395117536741e+01
6.094194194194194552e+02,2.407351965192294685e+01
6.102102102102102208e+02,2.413571434829427886e+01
6.110010010010009864e+02,2.419798803389823405e+01
6.117917917917918658e+02,2.426034070233581375e+01
6.125825825825826314e+02,2.432277234720015713e+01
6.133733733733733970e+02,2.438528296207657320e+01
6.141641641641641627e+02,2.444787254054247327e+01
6.149549549549550420e+02,2.451054107616748823e+01
6.157457457457458077e+02,2.457328856251330151e+01
6.165365365365365733e+02,2.463611499313383746e+01
6.173273273273273389e+02,2.469902036157509784e+01
6.181181181181181046e+02,2.476200466137529332e+01
6.189089089089089839e+02,2.482506788606479375e+01
6.196996996996997495e+02,2.488821002916602865e+01
6.204904904904905152e+02,2.495143108419370037e+01
6.212812812812812808e+02,2.501473104465460651e+01
6.220720720720721602e+02,2.507810990404778906e+01
6.228628628628629258e+02,2.514156765586431774e+01
6.236536536536536914e+02,2.520510429358753512e+01
6.244444444444444571e+02,2.526871981069290030e+01
6.252352352352352227e+02,2.533241420064808835e+01
6.260260260260261020e+02,2.539618745691287671e+01
6.268168168168168677e+02,2.546003957293926234e+01
6.276076076076076333e+02,2.552397054217139782e+01
6.283983983983983990e+02,2.558798035804565885e+01
6.291891891891892783e+02,2.565206901399050210e+01
6.299799799799800439e+02,2.571623650342668199e+01
6.307707707707708096e+02,2.578048281976695577e+01
6.315615615615615752e+02,2.584480795641647433e+01
6.323523523523523409e+02,2.590921190677241981e+01
6.331431431431432202e+02,2.597369466422425432e+01
6.339339339339339858e+02,2.603825622215353519e+01
6.347247247247247515e+02,2.610289657393408547e+01
6.355155155155155171e+02,2.616761571293186606e+01
6.363063063063063964e+02,2.623241363250509650e+01
6.370970970970971621e+02,2.629729032600409155e+01
6.378878878878879277e+02,2.636224578677145658e+01
6.386786786786786934e+02,2.642728000814193123e+01
6.394694694694694590e+02,2.649239298344247118e+01
6.402602602602603383e+02,2.655758470599226939e+01
6.410510510510511040e+02,2.662285516910264960e+01
6.418418418418418696e+02,2.668820436607718349e+01
6.426326326326326353e+02,2.675363229021165168e+01
6.434234234234235146e+02,2.681913893479402944e+01
6.442142142142142802e+02,2.688472429310451162e+01
6.450050050050050459e+02,2.695038835841548774e+01
6.457957957957958115e+02,2.701613112399154915e+01
6.465865865865865771e+02,2.708195258308955289e+01
6.473773773773774565e+02,2.714785272895851875e+01
6.481681681681682221e+02,2.721383155483971095e+01
6.489589589589589878e+02,2.727988905396659902e+01
6.497497497497497534e+02,2.734602521956487564e+01
6.505405405405406327e+02,2.741224004485246724e+01
6.513313313313313984e+02,2.747853352303950203e+01
6.521221221221221640e+02,2.754490564732838465e+01
6.529129129129129296e+02,2.761135641091363624e+01
6.537037037037036953e+02,2.767788580698217515e+01
6.544944944944945746e+02,2.774449382871301140e+01
6.552852852852853403e+02,2.781118046927744203e+01
6.560760760760761059e+02,2.787794572183897657e+01
6.568668668668668715e+02,2.794478957955338316e+01
6.576576576576577509e+02,2.801171203556868150e+01
6.584484484484485165e+02,2.807871308302509306e+01
6.592392392392392821e+02,2.814579271505508729e+01
6.600300300300300478e+02,2.821295092478343136e+01
6.608208208208208134e+02,2.828018770532702675e+01
6.616116116116116928e+02,2.834750304979516500e+01
6.624024024024024584e+02,2.841489695128922932e+01
6.631931931931932240e+02,2.848236940290298236e+01
6.639839839839839897e+02,2.854992039772239920e+01
6.647747747747748690e+02,2.861754992882570292e+01
6.655655655655656346e+02,2.868525798928332549e+01
6.663563563563564003e+02,2.875304457215802145e+01
6.671471471471471659e+02,2.882090967050479335e+01
6.679379379379379316e+02,2.888885327737091302e+01
6.687287287287288109e+02,2.895687538579587894e+01
6.695195195195195765e+02,2.902497598881142338e+01
6.703103103103103422e+02,2.909315507944165802e+01
6.711011011011011078e+02,2.916141265070287147e+01
6.718918918918919871e+02,2.922974869560366074e+01
6.726826826826827528e+02,2.929816320714486011e+01
6.734734734734735184e+02,2.936665617831962649e+01
6.742642642642642841e+02,2.943522760211333633e+01
6.750550550550550497e+02,2.950387747150368867e+01
6.758458458458459290e+02,2.957260577946064473e+01
6.766366366366366947e+02,2.964141251894642437e+01
6.774274274274274603e+02,2.971029768291557360e+01
6.782182182182182260e+02,2.977926126431489706e+01
6.790090090090091053e+02,2.984830325608347579e+01
6.797997997997998709e+02,2.991742365115269209e+01
6.805905905905906366e+02,2.998662244244617270e+01
6.813813813813814022e+02,3.005589962287996997e+01
6.821721721721721678e+02,3.012525518536228120e+01
6.829629629629630472e+02,3.019468912279365824e+01
6.837537537537538128e+02,3.026420142806693647e+01
6.845445445445445785e+02,3.033379209406727028e+01
6.853353353353353441e+02,3.040346111367209758e+01
6.861261261261262234e+02,3.047320847975122149e+01
6.869169169169169891e+02,3.054303418516658297e+01
6.877077077077077547e+02,3.061293822277258414e+01
6.884984984984985203e+02,3.068292058541591416e+01
6.892892892892892860e+02,3.075298126593553150e+01
6.900800800800801653e+02,3.082312025716270298e+01
6.908708708708709310e+02,3.089333755192103226e+01
6.916616616616616966e+02,3.096363314302641356e+01
6.924524524524524622e+02,3.103400702328709571e+01
6.932432432432433416e+02,3.110445918550362521e+01
6.940340340340341072e+02,3.117498962246883565e+01
6.948248248248248728e+02,3.124559832696793649e+01
6.956156156156156385e+02,3.131628529177844200e+01
6.964064064064064041e+02,3.138705050967017485e+01
6.971971971971972835e+02,3.145789397340529092e+01
6.979879879879880491e+02,3.152881567573833266e+01
6.987787787787788147e+02,3.159981560941604073e+01
6.995695695695695804e+02,3.167089376717763827e+01
7.003603603603604597e+02,3.174205014175459993e+01
7.011511511511512253e+02,3.181328472587074430e+01
7.019419419419419910e+02,3.188459751224223737e+01
7.027327327327327566e+02,3.195598849357759619e+01
7.035235235235235223e+02,3.202745766257767457e+01
7.043143143143144016e+02,3.209900501193564537e+01
7.051051051051051672e+02,3.217063053433706443e+01
7.058958958958959329e+02,3.224233422245982439e+01
7.066866866866866985e+02,3.231411606897410849e+01
7.074774774774775778e+02,3.238597606654260375e+01
7.082682682682683435e+02,3.245791420782013148e+01
7.090590590590591091e+02,3.252993048545408072e+01
7.098498498498498748e+02,3.260202489208408139e+01
7.106406406406406404e+02,3.267419742034211083e+01
7.114314314314315197e+02,3.274644806285259335e+01
7.122222222222222854e+02,3.281877681223221543e+01
7.130130130130130510e+02,3.289118366109012470e+01
7.138038038038038167e+02,3.296366860202774518e+01
7.145945945945946960e+02,3.303623162763893362e+01
7.153853853853854616e+02,3.310887273050989421e+01
7.161761761761762273e+02,3.318159190321918572e+01
7.169669669669669929e+02,3.325438913833776411e+01
7.177577577577577586e+02,3.332726442842900383e+01
7.185485485485486379e+02,3.340021776604854864e+01
7.193393393393394035e+02,3.347324914374448923e+01
7.201301301301301692e+02,3.354635855405730638e+01
7.209209209209209348e+02,3.361954598951985673e+01
7.217117117117118141e+02,3.369281144265733019e+01
7.225025025025025798e+02,3.376615490598740621e+01
7.232932932932933454e+02,3.383957637202002644e+01
7.240840840840841111e+02,3.391307583325765052e+01
7.248748748748748767e+02,3.398665328219503579e+01
7.256656656656657560e+02,3.406030871131940785e+01
7.264564564564565217e+02,3.413404211311030423e+01
7.272472472472472873e+02,3.420785348003974491e+01
7.280380380380380529e+02,3.428174280457206891e+01
7.288288288288289323e+02,3.435571007916409059e+01
7.296196196196196979e+02,3.442975529626497888e+01
7.304104104104104636e+02,3.450387844831635675e+01
7.312012012012012292e+02,3.457807952775221594e+01
7.319919919919919948e+02,3.465235852699893826e+01
7.327827827827828742e+02,3.472671543847540931e+01
7.335735735735736398e+02,3.480115025459279821e+01
7.343643643643644054e+02,3.487566296775482755e+01
7.351551551551551711e+02,3.495025357035751767e+01
7.359459459459460504e+02,3.502492205478937137e+01
7.367367367367368161e+02,3.509966841343129573e+01
7.375275275275275817e+02,3.517449263865664477e+01
7.383183183183183473e+02,3.524939472283114839e+01
7.391091091091091130e+02,3.532437465831304024e+01
7.398998998998999923e+02,3.539943243745288726e+01
7.406906906906907579e+02,3.547456805259375301e+01
7.414814814814815236e+02,3.554978149607110538e+01
7.422722722722722892e+02,3.562507276021293734e+01
7.430630630630630549e+02,3.570044183733949694e+01
7.438538538538539342e+02,3.577588871976364970e+01
7.446446446446446998e+02,3.585141339979058728e+01
7.454354354354354655e+02,3.592701586971796246e+01
7.462262262262262311e+02,3.600269612183596024e+01
7.470170170170171104e+02,3.607845414842709886e+01
7.478078078078078761e+02,3.615428994176637900e+01
7.485985985985986417e+02,3.623020349412130514e+01
7.493893893893894074e+02,3.630619479775177183e+01
7.501801801801801730e+02,3.638226384491016319e+01
7.509709709709710523e+02,3.645841062784128894e+01
7.517617617617618180e+02,3.653463513878243418e+01
7.525525525525525836e+02,3.661093736996335934e+01
7.533433433433433493e+02,3.668731731360625758e+01
7.541341341341342286e+02,3.676377496192584005e+01
7.549249249249249942e+02,3.684031030712917953e+01
7.557157157157157599e+02,3.691692334141592369e+01
7.565065065065065255e+02,3.699361405697812444e+01
7.572972972972972912e+02,3.707038244600035881e+01
7.580880880880881705e+02,3.714722850065962945e+01
7.588788788788789361e+02,3.722415221312541433e+01
7.596696696696697018e+02,3.730115357555974498e+01
7.604604604604604674e+02,3.737823258011702876e+01
7.612512512512513467e+02,3.745538921894421236e+01
7.620420420420421124e+02,3.753262348418071070e+01
7.628328328328328780e+02,3.760993536795845671e+01
7.636236236236236437e+02,3.768732486240180179e+01
7.644144144144144093e+02,3.776479195962767221e+01
7.652052052052052886e+02,3.784233665174544115e+01
7.659959959959960543e+02,3.791995893085695002e+01
7.667867867867868199e+02,3.799765878905656535e+01
7.675775775775775855e+02,3.807543621843116455e+01
7.683683683683684649e+02,3.815329121106011456e+01
7.691591591591592305e+02,3.823122375901526482e+01
7.699499499499499962e+02,3.830923385436097561e+01
7.707407407407407618e+02,3.838732148915414655e+01
7.715315315315315274e+02,3.846548665544413836e+01
7.723223223223224068e+02,3.854372934527290795e+01
7.731131131131131724e+02,3.862204955067472412e+01
7.739039039039039380e+02,3.870044726367659393e+01
7.746946946946947037e+02,3.877892247629795008e+01
7.754854854854855830e+02,3.885747518055072192e+01
7.762762762762763487e+02,3.893610536843940650e+01
7.770670670670671143e+02,3.901481303196094785e+01
7.778578578578578799e+02,3.909359816310487901e+01
7.786486486486486456e+02,3.917246075385325099e+01
7.794394394394395249e+02,3.925140079618061861e+01
7.802302302302302905e+02,3.933041828205410440e+01
7.810210210210210562e+02,3.940951320343331332e+01
7.818118118118118218e+02,3.948868555227041810e+01
7.826026026026027012e+02,3.956793532051011653e+01
7.833933933933934668e+02,3.964726250008963859e+01
7.841841841841842324e+02,3.972666708293881044e+01
7.849749749749749981e+02,3.980614906097983408e+01
7.857657657657657637e+02,3.988570842612769951e+01
7.865565565565566430e+02,3.996534517028975841e+01
7.873473473473474087e+02,4.004505928536597992e+01
7.881381381381381743e+02,4.012485076324885824e+01
7.889289289289289400e+02,4.020471959582343402e+01
7.897197197197198193e+02,4.028466577496738665e+01
7.905105105105105849e+02,4.036468929255084248e+01
7.913013013013013506e+02,4.044479014043650267e+01
7.920920920920921162e+02,4.052496831047970716e+01
7.928828828828828819e+02,4.060522379452824993e+01
7.936736736736737612e+02,4.068555658442264900e+01
7.944644644644645268e+02,4.076596667199577695e+01
7.952552552552552925e+02,4.084645404907320909e+01
7.960460460460460581e+02,4.092701870747310977e+01
7.968368368368369374e+02,4.100766063900611869e+01
7.976276276276277031e+02,4.108837983547553563e+01
7.984184184184184687e+02,4.116917628867719259e+01
7.992092092092092344e+02,4.125004999039952480e+01
8.000000000000000000e+02,4.133100093242350681e+01
